bin.11_00303	2622
bin.11_02265	594
bin.11_03418	852
bin.11_05423	438
bin.11_05867	1689
bin.14_00990	393
bin.14_01807	360
bin.14_01934	1632
bin.22_01079	489
bin.22_01167	777
bin.27_00804	2088
bin.27_00880	1188
bin.27_01515	705
bin.30_01062	1107
bin.30_01670	441
bin.32_01295	276
bin.32_01319	2142
bin.32_01321	435
bin.32_01423	201
bin.32_01745	2586
bin.32_01962	510
bin.32_02145	1623
bin.37_00158	561
bin.38_00025	585
bin.38_00225	1722
bin.44_00206	516
bin.44_00343	276
bin.44_00532	288
bin.47_02277	441
bin.47_02562	258
bin.47_02763	1236
bin.5_00537	936
bin.5_00557	1122
bin.5_01420	1386
bin.5_01506	2100
bin.5_01950	2412
bin.5_02221	1959
bin.5_02639	315
bin.5_02674	534
bin.5_02688	1194
bin.5_03311	285
bin.54_02140	276
bin.14_00154	237
bin.22_01421	1632
bin.27_02064	753
bin.34_03508	681
bin.39_01591	687
bin.39_01592	852
bin.6_00417	1635
bin.1_00174	267
bin.1_00175	465
bin.1_00176	294
bin.17_01803	615
bin.19_00422	288
bin.19_01190	1401
bin.22_01990	753
bin.26_00488	1242
bin.28_00024	1023
bin.28_00382	390
bin.28_00608	1290
bin.28_00623	1620
bin.28_02320	1503
bin.3_00613	276
bin.39_00480	546
bin.40_02279	288
bin.8_00302	252
bin.9_00127	1173
bin.9_00162	417
bin.9_00386	1623
bin.9_00447	1020
bin.9_00463	363
bin.1_03293	678
bin.15_03310	507
bin.15_03330	435
bin.16_00639	393
bin.16_00668	684
bin.16_01721	939
bin.16_02139	264
bin.19_00276	1068
bin.19_00277	237
bin.19_00416	456
bin.19_00420	315
bin.19_00422_2	684
bin.19_01915	930
bin.19_02524	888
bin.24_00457	993
bin.3_00106	690
bin.8_01465	594
bin.8_01991	852
bin.8_05088	1158
bin.27_01431	852
bin.9_00182	1023
bin.4_00013	273
bin.14_02137	444
bin.15_01990	2592
bin.16_02534	681
bin.16_02758	1938
bin.17_00197	1722
bin.17_00322	687
bin.17_01690	1968
bin.17_02938	1542
bin.17_03117	276
bin.17_03192	684
bin.17_04158	2121
bin.17_04178	681
bin.2_01088	1317
bin.2_02702	1920
bin.24_00168	1995
bin.24_00171	1722
bin.24_00610	483
bin.24_01671	276
bin.26_00955	1536
bin.29_02422	339
bin.3_00448	309
bin.3_00538	702
bin.34_01358	792
bin.34_01389	660
bin.42_01077	2088
bin.42_01886	453
bin.45_02011	417
bin.46_00282	1533
bin.46_00617	510
bin.5_02326	441
bin.9_00417	1011
bin.9_00637	630
bin.9_00716	966
bin.9_01086	1020
bin.1_02515	594
bin.18_00225	288
bin.18_00768	2163
bin.19_00043	2088
bin.19_01611	1188
bin.19_01919	852
bin.25_00381	684
bin.25_00382	852
bin.25_01004	1455
bin.26_01214	1008
bin.29_01031	687
bin.35_01330	2505
bin.35_01549	600
bin.35_03660	708
bin.37_00198	219
bin.37_00211	462
bin.38_00409	219
bin.38_00628	558
bin.43_00333	1596
bin.47_00774	2235
bin.49_02350	288
bin.49_02352	264
bin.49_03241	1011
bin.49_03364	696
bin.49_04312	231
bin.49_06515	477
bin.5_00750	276
bin.5_01414	786
bin.5_01853	276
bin.5_08950	354
bin.9_02909	1293
bin.9_03592	1743
bin.14_00375	621
bin.14_00526	1722
bin.14_00759	960
bin.14_00770	396
bin.14_00791	546
bin.14_00894	291
bin.14_00895	468
bin.14_00916	243
bin.14_00918	2040
bin.14_01550	693
bin.18_00904	753
bin.18_01285	1548
bin.20_00983	294
bin.20_00985	267
bin.20_01534	2178
bin.20_02314	636
bin.20_02881	1293
bin.20_03322	642
bin.24_01565	2610
bin.25_00969	1329
bin.27_00149	852
bin.3_02738	630
bin.3_03718	276
bin.35_02502	2583
bin.35_02975	1032
bin.35_04008	684
bin.38_02268	2091
bin.41_01452	663
bin.7_00149	513
bin.8_00806	1635
bin.1_00353	411
bin.11_01184	2175
bin.20_02568	1209
bin.20_02744	765
bin.21_01273	696
bin.21_01282	1737
bin.21_01530	708
bin.21_02064	609
bin.21_02212	288
bin.28_00245	735
bin.28_00248	687
bin.28_02320_2	630
bin.28_02452	534
bin.29_00400	765
bin.34_00615	1386
bin.44_00153	2040
bin.44_01097	696
bin.44_02040	357
bin.44_02200	1623
bin.44_02204	1455
bin.44_02327	675
bin.44_02659	393
bin.44_03073	1779
bin.6_00323	315
bin.6_00390	366
bin.9_01073	687
bin.9_02618	837
bin.20_01028	1638
bin.29_03451	684
bin.32_00095	1008
bin.35_00079	1404
bin.15_00924	1620
bin.15_02469	2163
bin.24_00941	687
bin.24_00942	1038
bin.24_02299	405
bin.24_02417	396
bin.24_02879	357
bin.28_02309	441
bin.29_00326	561
bin.32_00875	1479
bin.38_02374	1740
bin.5_00409	267
bin.5_01404	456
bin.8_02271	396
bin.8_02489	327
bin.11_00118	1011
bin.14_01883	444
bin.14_01935	1638
bin.28_00448	2088
bin.28_00719	1626
bin.28_00974	1947
bin.28_01873	684
bin.28_02452_2	1827
bin.31_01876	1431
bin.5_01420_2	438
bin.9_00277	438
bin.1_00467	318
bin.13_01043	513
bin.19_01427	477
bin.21_00898	687
bin.34_00104	2133
bin.5_00925	1401
bin.6_00739	645
bin.16_00598	1011
bin.16_02253	393
bin.17_00204	600
bin.24_00106	2106
bin.24_00610_2	1587
bin.25_00109	393
bin.25_00650	288
bin.25_02171	684
bin.26_02110	753
bin.34_03267	684
bin.34_03462	786
bin.26_02553	804
bin.18_01060	684
bin.18_02952	744
bin.20_01627	231
bin.20_01653	843
bin.20_01818	1236
bin.21_02200	441
bin.23_01660	684
bin.32_00461	669
bin.36_00008	927
bin.36_00450	471
bin.36_00650	429
bin.36_01378	1047
bin.36_01980	486
bin.6_00888	681
bin.6_01327	270
bin.6_02012	888
bin.7_01027	852
bin.9_00224	516
bin.9_00986	1119
bin.1_02000	219
bin.16_00780	573
bin.25_01908	1257
bin.29_00169	552
bin.33_02457	546
bin.33_03829	411
bin.39_00009	1068
bin.5_01982	555
bin.5_01984	603
bin.7_02563	276
bin.8_00094	1584
bin.7_00188	852
bin.9_00164	684
bin.27_00197	237
bin.29_01595	615
bin.37_01239	1131
bin.8_00094_2	477
bin.1_00467_2	1089
bin.18_00297	597
bin.46_01726	1035
bin.49_00724	1584
bin.53_00228	618
bin.64_00861	1236
bin.64_00862	1587
bin.8_01936	1224
bin.9_00001	1584
bin.1_07909	720
bin.13_00282	1230
bin.15_01538	1236
bin.20_03352	2166
bin.26_00953	573
bin.27_00650	285
bin.27_02181	594
bin.29_01470	942
bin.29_01996	2412
bin.3_00039	1722
bin.3_00237	264
bin.3_00238	447
bin.3_00448_2	528
bin.3_00613_2	1197
bin.3_01131	1455
bin.31_01412	1278
bin.38_01067	2175
bin.40_00033	414
bin.40_01287	1293
bin.44_00593	936
bin.44_00802	384
bin.51_00417	1026
bin.51_01339	1638
bin.54_00342	678
bin.57_00574	846
bin.58_02188	891
bin.62_00279	699
bin.62_01321	1632
bin.62_01379	699
bin.62_01404	855
bin.65_00479	1674
bin.15_00177	705
bin.19_00732	897
bin.26_00194	267
bin.13_01131	540
bin.16_02335	267
bin.4_00293	501
bin.7_01379	288
bin.9_00302	747
bin.14_00801	936
bin.15_00466	2235
bin.28_01871	1620
bin.28_01919	1131
bin.28_03049	294
bin.28_03184	975
bin.28_03497	261
bin.30_00992	396
bin.37_00191	756
bin.14_00482	747
bin.16_00060	1650
bin.37_00216	678
bin.8_00247	288
bin.8_00249	270
bin.8_00795	558
bin.8_00810	777
bin.8_00936	393
bin.8_01019	1686
bin.8_01256	1455
bin.8_01260	1623
bin.20_01009	540
bin.27_00220	243
bin.27_00334	2133
bin.34_00340	1587
bin.34_00341	1242
bin.9_00224_2	474
bin.5_00925_2	993
bin.9_00859	477
bin.19_01463	795
bin.9_01227	594
bin.12_04841	606
bin.16_00265	1053
bin.20_02568_2	1146
bin.27_01270	852
bin.27_01750	255
bin.31_00442	1242
bin.31_00990	885
bin.35_00991	288
bin.37_01917	681
bin.4_00013_2	1374
bin.43_00652	594
bin.43_01337	342
bin.43_01449	318
bin.43_02254	660
bin.44_00179	231
bin.44_00343_2	441
bin.48_00647	2190
bin.48_00723	270
bin.48_02021	1353
bin.49_01411	564
bin.49_02787	198
bin.50_00090	288
bin.50_00748	687
bin.50_01073	603
bin.50_02490	1503
bin.50_02549	393
bin.51_00192	285
bin.6_02075	1320
bin.13_00395	1983
bin.13_01239	393
bin.13_02153	558
bin.13_02661	543
bin.13_02961	1017
bin.15_02394	1695
bin.15_04416	663
bin.15_06524	369
bin.15_07109	681
bin.16_01445	1623
bin.16_02098	357
bin.16_02856	1077
bin.16_03866	636
bin.16_04142	1293
bin.16_04144	681
bin.19_01031	684
bin.19_02941	933
bin.19_03014	444
bin.24_00456	852
bin.24_00457_2	687
bin.25_00650_2	735
bin.25_01659	1242
bin.29_01478	993
bin.31_00945	552
bin.31_01338	2190
bin.31_01459	1260
bin.31_01579	288
bin.31_01931	1347
bin.31_02139	198
bin.33_01030	2040
bin.34_02880	933
bin.35_00380	993
bin.35_00473	564
bin.35_00628	519
bin.4_00425	2238
bin.4_00426	681
bin.4_00427	1056
bin.42_00279	1230
bin.42_00281	1455
bin.42_00594	270
bin.44_00610	465
bin.44_01647	300
bin.45_00900	267
bin.46_00449	1536
bin.6_00996	288
bin.8_00732	777
bin.8_01203	1236
bin.8_01449	2583
bin.9_00199	1188
bin.9_00639	441
bin.13_03075	900
bin.16_01706	960
bin.18_02273	1416
bin.27_00425	1626
bin.28_00159	477
bin.28_03608	285
bin.28_06281	1194
bin.28_06926	285
bin.28_07467	684
bin.6_00321	2589
bin.6_02819	792
bin.6_03107	1008
bin.27_00852	1242
bin.38_05220	558
bin.7_00194	696
bin.7_01724	2586
bin.10_00188	486
bin.14_00543	936
bin.14_02671	684
bin.15_00210	795
bin.15_00328	390
bin.15_02837	636
bin.17_00288	1086
bin.2_01515	1455
bin.2_01755	693
bin.25_04117	1206
bin.27_01815	564
bin.27_02279	744
bin.29_01913	852
bin.40_00133	1638
bin.40_00742	471
bin.41_00601	594
bin.41_00987	783
bin.41_01314	684
bin.52_01050	1230
bin.57_01183	1626
bin.6_01848	873
bin.8_03117	276
NODE_82_length_29959_cov_8.856608||full_1_1-28080/29500_26	1044
NODE_3174_length_5892_cov_24.272572||full_6	627
NODE_8090_length_3354_cov_8.186117||full_2	489
NODE_600_length_14087_cov_10.131200||full_16	456
NODE_16074_length_2095_cov_3.395098||full_4	279
NODE_590_length_14192_cov_4.586546||full_2	1581
NODE_590_length_14192_cov_4.586546||full_3	906
NODE_23672_length_1583_cov_3.293194||full_1	519
NODE_25_length_46321_cov_48.392318||full_1_17394-45241/45241_25	1020
NODE_9958_length_2924_cov_23.386546||full_2	384
NODE_3218_length_5836_cov_7.225739||full_6	354
NODE_2933_length_6172_cov_6.971228||full_3	1545
NODE_2933_length_6172_cov_6.971228||full_4	501
NODE_2933_length_6172_cov_6.971228||full_5	1641
NODE_83_length_29662_cov_10.533218||full_37	771
NODE_7356_length_3569_cov_28.526466||full_2	879
NODE_11558_length_2639_cov_3.093653||full_4	591
NODE_337_length_18300_cov_5.368923||full_11	654
NODE_337_length_18300_cov_5.368923||full_19	213
NODE_337_length_18300_cov_5.368923||full_25	372
NODE_337_length_18300_cov_5.368923||full_31	1356
NODE_4141_length_5034_cov_12.039164||full_3	657
NODE_4141_length_5034_cov_12.039164||full_5	852
NODE_5764_length_4131_cov_8.651129||full_1_1018-4128/4128_3	1512
NODE_5764_length_4131_cov_8.651129||full_1_1018-4128/4128_4	405
NODE_18301_length_1912_cov_3.204093||full_5	345
NODE_6083_length_4004_cov_3.287415||full_4	393
NODE_3306_length_5753_cov_4.147596||full_5	1737
NODE_3306_length_5753_cov_4.147596||full_7	375
NODE_11202_length_2697_cov_2.883800||full_1	723
NODE_21217_length_1719_cov_3.272837||full_1	357
NODE_21172_length_1721_cov_3.740696||full_1	891
NODE_14105_length_2297_cov_3.846566||full_3	453
NODE_20_length_51715_cov_79.688734||full_25	705
NODE_818_length_12025_cov_4.797995||full_9	369
NODE_502_length_15265_cov_11.263708||full_3	477
NODE_502_length_15265_cov_11.263708||full_21	387
NODE_5779_length_4123_cov_3.858899||full_3	1203
NODE_10_length_60340_cov_59.059799||full_1_10514-47209/59654_2	468
NODE_10_length_60340_cov_59.059799||full_1_10514-47209/59654_55	318
NODE_7448_length_3543_cov_5.272936||full_1_1332-3391/3391_3	774
NODE_3312_length_5749_cov_14.311907||full_8	387
NODE_5436_length_4277_cov_5.890336||full_2	774
NODE_351_length_17817_cov_42.931764||full_16	264
NODE_20415_length_1769_cov_3.197200||full_1	651
NODE_20415_length_1769_cov_3.197200||full_2	456
NODE_14603_length_2242_cov_15.632830||full_4	369
NODE_14603_length_2242_cov_15.632830||full_5	714
NODE_8049_length_3367_cov_4.657307||full_4	555
NODE_245_length_20483_cov_73.707950||full_14	933
NODE_4166_length_5019_cov_7.344682||full_5	957
NODE_16585_length_2049_cov_3.749248||full_5	321
NODE_22528_length_1642_cov_16.224323||full_1	261
NODE_499_length_15325_cov_11.792862||full_15	411
NODE_9986_length_2920_cov_3.761955||full_4	888
NODE_8941_length_3145_cov_3.165372||full_6	1023
NODE_11548_length_2640_cov_3.676983||full_1	765
NODE_2717_length_6457_cov_37.435177||full_1	1158
NODE_2717_length_6457_cov_37.435177||full_6	714
NODE_2091_length_7414_cov_5.471260||full_2	570
NODE_7328_length_3581_cov_19.288712||full_5	213
NODE_2874_length_6243_cov_15.028927||full_3	417
NODE_1279_length_9644_cov_44.423298||full_5	1809
NODE_18745_length_1880_cov_3.358356||full_6	387
NODE_10989_length_2734_cov_3.531168||full_1	417
NODE_10989_length_2734_cov_3.531168||full_3	1401
NODE_4532_length_4768_cov_12.671971||full_3	1020
NODE_1374_length_9371_cov_8.697295||full_14	1494
NODE_819_length_12016_cov_66.749018||full_1	510
NODE_819_length_12016_cov_66.749018||full_2	213
NODE_9984_length_2920_cov_10.825829||full_3	420
NODE_13148_length_2411_cov_4.870119||full_3	291
NODE_13148_length_2411_cov_4.870119||full_4	243
NODE_13148_length_2411_cov_4.870119||full_5	237
NODE_3086_length_6000_cov_8.874012||full_5	459
NODE_12452_length_2507_cov_3.704323||full_3	240
NODE_12452_length_2507_cov_3.704323||full_4	441
NODE_6483_length_3857_cov_15.593635||full_1	1818
NODE_9903_length_2936_cov_8.179452||full_3	870
NODE_548_length_14619_cov_56.121052||full_17	672
NODE_548_length_14619_cov_56.121052||full_18	1539
NODE_14995_length_2201_cov_16.094129||full_1	300
NODE_9791_length_2960_cov_3.558003||full_5	288
NODE_16514_length_2054_cov_7.037019||full_1	444
